id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
7263132,MiguelBombarda260 by PORTO-HOUSES AND SUITES,17289096,Manuela,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15011,-8.61762,Entire home/apt,130,1,235,2024-08-30,2.11,13,318,23,21053/AL
7274811,City and sea,38088332,Aurélio,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38172,-8.76387,Entire home/apt,120,3,5,2019-07-14,0.04,1,197,0,
7278225,One-Bedroom Ap for 3 in Clérigos Tower,16922131,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14585,-8.61332,Entire home/apt,90,1,99,2023-04-17,0.89,92,323,0,24058/AL
7279597,Casa Jardim (Garden House) Ind.,38116185,Nuno,VILA DO CONDE,Vila do Conde,41.35164,-8.7505,Private room,26,3,12,2024-08-03,0.18,4,365,4,
7280134,Casa Jardim (Garden House) Cas.,38116185,Nuno,VILA DO CONDE,Vila do Conde,41.35213,-8.74981,Private room,36,3,4,2024-03-21,0.06,4,365,1,
7280285,Casa Jardim (Garden House) Dup.,38116185,Nuno,VILA DO CONDE,Vila do Conde,41.35039,-8.74869,Private room,36,3,5,2024-08-27,0.04,4,365,1,
7280408,Casa Jardim (Garden House) Cha.,38116185,Nuno,VILA DO CONDE,Vila do Conde,41.35171,-8.74899,Private room,70,3,0,,,4,365,0,
7291706,Top floor balcony flat in Porto,31731597,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1633,-8.61169,Entire home/apt,74,5,26,2023-08-10,0.23,5,56,0,9825
7292731,Porto back apartment-walk to center,31731597,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16204,-8.61026,Entire home/apt,71,5,29,2024-08-10,0.26,5,70,2,9825
7299402,SweetGetaway-PORTUGAL-BeachBike PORTO/Espinho City,37815914,Joana,ESPINHO,Espinho,41.01306,-8.64198,Entire home/apt,92,3,58,2024-09-03,0.59,1,354,6,32918/AL
7305416,Nice studio with balcony in Gaia,34499587,Ana Rute,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12736,-8.61192,Entire home/apt,74,2,42,2024-08-16,0.38,9,352,5,115517/AL
7317297,Rosário Arts 2,31641959,Helena,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.150436157294976,-8.621218949737543,Entire home/apt,68,3,355,2024-09-13,3.18,4,268,26,5720/AL
7317687,Lovely apartment @ downtown,38335891,Carlota,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14857,-8.6077,Entire home/apt,,2,28,2017-10-21,0.30,1,0,0,
7317863,Casa Soares - Estúdio Amor Perfeito,38291048,Casa Soares,SANTA MARIA DA FEIRA,Milheirós de Poiares,40.91722,-8.46761,Entire home/apt,95,2,3,2022-08-28,0.03,1,0,0,
7326133,Aida's Haven | Bolhão | Room #1,38365612,Alexandra,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14887,-8.60508,Private room,43,2,321,2024-08-26,2.89,10,4,17,21011/AL
7326803,Aida's Haven | Bolhão | Room #2,38365612,Alexandra,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14801,-8.60449,Private room,73,2,245,2024-08-26,2.20,10,4,9,21011/AL
7326936,Aida's Haven | Bolhão | Room #3,38365612,Alexandra,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14883,-8.6033,Private room,72,2,281,2024-05-24,2.53,10,4,7,21011/AL
7908739,Rooftop Studio with Terrace,34994986,Baumhaus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15687,-8.62275,Entire home/apt,151,1,34,2024-08-15,0.31,9,342,2,19179/AL
6660703,Ambiente Agradável/Nice Place,34862783,Elissandra,PORTO,Lordelo do Ouro e Massarelos,41.15281,-8.62998,Private room,43,1,549,2024-09-07,4.86,2,69,102,83789/AL
6668599,HAVEN 249 Passos Manuel,34904037,Vasco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14654,-8.60425,Entire home/apt,55,2,507,2024-08-28,4.49,2,38,47,100122/AL
6675919,Art & City II,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15077,-8.61665,Entire home/apt,89,2,322,2024-09-06,2.86,16,329,24,43286/AL
6686037,Top Design Apartment in Boavista,34994986,Baumhaus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15682,-8.62275,Entire home/apt,97,1,5,2024-09-04,0.05,9,346,1,19178/AL
6697230,Ribeira Oporto Apartment (renovated 2022),35057317,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14240646362305,-8.615172386169434,Entire home/apt,76,2,373,2024-08-22,3.32,8,206,36,35745/AL
6701745,Apartamento centro hístorico Porto,35079727,Vitor,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14423,-8.61742,Entire home/apt,70,2,538,2024-08-30,4.80,2,311,83,21270/AL
6711965,"""Casa das Azenhas""",35131806,Rui,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.136,-8.62028,Entire home/apt,60,2,163,2020-03-16,1.46,1,1,0,63866/AL.
6715214,Agradable Room Style,34862783,Elissandra,PORTO,Lordelo do Ouro e Massarelos,41.1548,-8.62972,Private room,39,1,539,2024-09-11,4.83,2,78,78,83789/AL
6715746,Breath Taking Views,7682448,Joana & Miguel,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13534,-8.61118,Entire home/apt,,2,335,2024-08-25,2.97,4,63,40,15528/AL
6723260,Casas de Sant'Ana Oporto Apt 1,35205902,Cláudia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14257,-8.61311,Entire home/apt,105,2,540,2024-08-27,4.80,4,216,50,16126/AL
6725928,Casas de Sant'Ana Oporto Apt 2,35205902,Cláudia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14263,-8.61306,Entire home/apt,110,2,610,2024-08-18,5.42,4,193,62,16127/AL
6730285,OceanView Oporto Foz,35245659,Joao,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15744,-8.68255,Entire home/apt,,3,47,2019-08-23,0.43,1,0,0,15618/AL
6737465,T1 no centro da Povoa de Varzim,7792540,Celine,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.3827,-8.76082,Entire home/apt,,6,6,2021-08-15,0.07,1,0,0,
6737941,Bolhão - One bedroom apartment with terrace,17789572,Oporto Trendy Apartments,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14667,-8.60309,Entire home/apt,95,1,7,2021-08-10,0.06,18,319,0,35554/AL
6738284,Amazing rooftop in Porto center.,35286177,Rui,PORTO,Bonfim,41.15223,-8.59177,Entire home/apt,,1,1,2015-08-22,0.01,1,0,0,
6740999,Arrendar com Paixão,35298800,Mário João,PORTO,Campanhã,41.17116,-8.57931,Private room,,1,0,,,1,0,0,
6752658,Stylish Studio on Santa Catarina Street,16922131,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14996,-8.605731,Entire home/apt,84,1,70,2024-08-20,0.62,92,339,3,114579/AL
6765801,Oporto Private Room/Terrace,480980,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15435,-8.6048,Private room,81,3,291,2024-08-25,2.60,4,337,22,
6779149,PORTO DOWNTOWN FLATS-RIBEIRA VIEW (renovated 2019),35484736,Tim,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14309,-8.61404,Entire home/apt,81,2,182,2024-09-05,1.63,4,229,21,37729/AL
6783890,Bright Suite,35514299,Mafalda,PORTO,Lordelo do Ouro e Massarelos,41.14953,-8.65633,Private room,30,2,24,2018-01-02,0.21,1,232,0,
6793409,Casa de Madeira,35560754,David,OLIVEIRA DE AZEMÉIS,"Pinheiro da Bemposta, Travanca e Palmaz",40.80737,-8.45918,Entire home/apt,61,2,24,2024-09-07,0.22,1,281,8,
6808963,Light Studio - Historic center,35643614,Maria De Lourdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15392,-8.6078,Entire home/apt,65,3,327,2024-08-27,2.91,1,164,30,18584/AL
6833840,ORM - Bolhão 01 Apartment,19887538,Oporto Rental Management,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15056,-8.6086,Entire home/apt,90,2,168,2023-05-31,1.50,50,299,0,34092/AL
6835187,Apartment D João IV T4 (Downtown),33909357,R&R Housing AL,PORTO,Bonfim,41.15166,-8.60344,Entire home/apt,,5,33,2024-08-30,0.30,3,0,8,Licence nº 15228/AL
6836536,Lulapartment,35821827,Cristina & Luís,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15972,-8.61203,Entire home/apt,74,2,532,2024-08-24,4.74,3,290,80,24321/AL
6837456,Beachfront apartment with pool.,35829512,Hugo,VILA NOVA DE GAIA,Madalena,41.10389,-8.66225,Entire home/apt,145,4,109,2024-08-03,1.10,3,226,20,92563/AL
7327092,Aida's Haven | apartment | Bolhão |,38365612,Alexandra,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14846,-8.60389,Entire home/apt,137,2,122,2024-09-04,1.13,10,340,29,21011/AL
7336904,Cama na sala (privado),36919978,Glaucia,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12279,-8.60986,Private room,,1,14,2016-08-14,0.13,1,0,0,
7339402,House with garden Porto center_2,2807031,Pedro,PORTO,Bonfim,41.14634,-8.59798,Private room,50,4,108,2024-09-09,0.97,1,170,13,
7358058,Casa Rural na praia,38552800,Joaquim,VILA NOVA DE GAIA,Canidelo,41.13151,-8.66605,Entire home/apt,160,3,40,2024-09-13,0.39,3,335,16,
7380500,Trindade Downtown,4137086,Ilidia Elisa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15078,-8.61489,Entire home/apt,,2,2,2016-08-06,0.02,4,0,0,
7436928,Apartamento São João,38958245,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14482,-8.60195,Entire home/apt,80,3,276,2024-08-30,2.49,1,126,50,AL n. 17326  Apartamento S.João
7446427,"Studio2 rooms, kitchnet and wc.Clean&Safe by HACCP",6369029,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15369,-8.60779,Entire home/apt,,2,100,2023-10-25,0.90,14,0,6,
7478915,Vue sur la mer à couper le souffle,39161878,Lurdes,VILA DO CONDE,Vila do Conde,41.36804,-8.76101,Entire home/apt,81,5,137,2024-09-05,1.27,1,316,20,107205/AL
7479052,Downtown Centre 1B,4137086,Ilidia Elisa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15014,-8.61495,Private room,,3,19,2024-09-07,0.17,4,0,6,
7479311,Quarto 1A,4137086,Ilidia Elisa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15204,-8.61367,Private room,33,3,12,2024-09-05,0.11,4,44,5,
7481783,Charming apartment by the beach!,3701140,Rita,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17901,-8.68958,Entire home/apt,,2,6,2015-10-01,0.05,1,0,0,
7495065,"Beach, surf and Golf house",26436988,Surf & Olives,VILA NOVA DE GAIA,Canidelo,41.11439,-8.65673,Entire home/apt,65,2,324,2024-09-06,2.96,3,355,19,
7511430,"Corredoura House, near Oporto",39351377,Maria,VILA DO CONDE,Vila Chã,41.2916,-8.72648,Entire home/apt,137,5,66,2022-07-28,0.60,2,303,0,58227/AL
7515930,Suite Mil E Uma Noites,39377046,Maria,MAIA,Castêlo da Maia,41.26242,-8.61663,Private room,25,3,95,2024-08-31,0.87,1,153,10,82262/AL
7541811,Apartment in Porto with 2 bedrooms!,39516691,Filipe,PORTO,Paranhos,41.16882,-8.5976,Entire home/apt,,1,3,2015-08-21,0.03,1,0,0,
7542466,Single room in Porto,39520400,Tarek,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15735,-8.61907,Private room,,1,1,2015-08-12,0.01,1,0,0,
7543359,Apartment in the historic center,14500906,Bragas Studios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15224,-8.61586,Entire home/apt,,2,191,2024-09-13,1.72,5,1,22,21097/AL
7545464,Low Cost - Sweet House River,39517006,Alexandre,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12596,-8.61444,Private room,26,1,130,2019-08-29,1.17,1,136,0,
7561853,Your Place Porto I - Apartament,35902169,Manuel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15075,-8.60558,Entire home/apt,22,2,338,2024-08-17,3.05,2,207,22,22732/AL
7570673,Trendy Apartment in Downtown Porto,29529943,Isabel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15014,-8.6034,Entire home/apt,123,2,81,2024-08-11,0.73,1,341,9,18016/AL
7581958,Apartment in the historic center 1c,14500906,Bragas Studios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15231,-8.61652,Entire home/apt,,2,71,2024-09-08,0.64,5,0,20,21108/AL
7586377,Apartment in the historic center,14500906,Bragas Studios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15365,-8.61659,Entire home/apt,67,2,87,2024-09-12,0.78,5,20,19,21097/AL
7592508,Studio Porto Riad - oriental style,39815965,Raquel,PORTO,Bonfim,41.15545,-8.6025,Entire home/apt,82,2,3,2015-09-13,0.03,7,91,0,43787/AL
7601135,ABEL'S IN DOWNTOWN - THE PLACE TO BE 2 OF 2,6989703,Abel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14926,-8.61699,Entire home/apt,98,2,598,2024-08-28,5.38,13,165,35,68133/AL
7601929,"Beach Room Paraíso up to 3, with sea view",38742416,Manuela,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.22421,-8.71471,Private room,61,1,129,2024-08-24,1.17,5,61,23,60012/AL
7613035,Quarto privado com cama de casal,33832797,Carlos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.153106689453125,-8.605401039123535,Private room,32,2,426,2024-09-04,3.85,2,305,67,62502/Al
7616744,"Room in Campo Alegre, Porto",39702610,Vitor,PORTO,Lordelo do Ouro e Massarelos,41.15344,-8.63029,Private room,,2,0,,,4,0,0,
7617116,"Room in Campo Alegre, Porto",39702610,Vitor,PORTO,Lordelo do Ouro e Massarelos,41.15185,-8.62893,Private room,,2,0,,,4,0,0,
7624878,FLH Porto Charming Studio,3953109,Feels Like Home,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.151546478271484,-8.613781929016113,Entire home/apt,76,1,70,2024-08-11,0.63,74,338,23,52367/AL
7640739,Surf village,26436988,Surf & Olives,VILA NOVA DE GAIA,Canidelo,41.11436,-8.6565,Entire home/apt,60,2,121,2024-08-09,1.09,3,363,5,
7650364,CASA 22 ***** Duplex,6847458,Kiki & Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14511,-8.60592,Entire home/apt,60,4,190,2024-08-09,1.72,2,226,8,
7658744,Studio Apartment in the historic center,14500906,Bragas Studios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15329,-8.61597,Entire home/apt,,2,3,2018-07-31,0.03,5,0,0,
7661473,House Foz - Ocean/River view,39719404,Jorge,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.14926,-8.66535,Private room,,3,161,2018-10-27,1.48,1,0,0,20507
7663773,"Porto, Miramar, nice apartment",40199752,Cristina,VILA NOVA DE GAIA,Arcozelo,41.0683,-8.64056,Entire home/apt,,1,27,2017-08-19,0.24,2,0,0,
7672700,Bonjardim 466-Historic Townhouse,24404975,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1504,-8.60928,Entire home/apt,300,3,309,2024-09-03,2.79,6,113,43,17622/AL
7673149,Home Sweet Home... Bolhão - 26753/AL,27032362,Patricia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15136,-8.60738,Private room,,3,82,2024-06-09,0.75,1,0,1,26753/AL
7678928,Beach room good for families (up to 4 people),38742416,Manuela,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.22575,-8.71657,Private room,58,1,112,2024-08-27,1.01,5,99,23,60012/AL
7687900,Yolga´s Apart,40376208,Olga Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14687,-8.60506,Entire home/apt,99,4,330,2024-09-08,2.98,1,316,49,47108/AL
7696069,Duplex Flat w/ terrace! near Dom Luís Bridge!,40420491,Carvalho Family,PORTO,Bonfim,41.14488930347215,-8.601119108498096,Entire home/apt,132,2,167,2024-08-26,1.86,1,121,23,150195/AL
7696968,Maison 2 Chambres accès piscine,16980719,Manuel,VILA NOVA DE GAIA,"Sandim, Olival, Lever e Crestuma",41.04495,-8.50409,Entire home/apt,80,7,47,2024-08-17,0.42,3,151,2,62379/AL
7705208,OPorto • The top floor of my house,40403043,Carlos Eduardo,PORTO,Bonfim,41.14718,-8.59306,Entire home/apt,55,2,258,2024-09-01,2.33,1,325,22,20337/AL
7705865,One Bedroom Apartment at Alfandega,9093792,Chris,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14431,-8.62181,Entire home/apt,157,2,19,2022-04-26,0.19,3,332,0,7091/AL
7725011,BRA.com Bonfim 101,40592098,Bárbara,PORTO,Bonfim,41.14695,-8.59797,Entire home/apt,90,2,14,2024-09-02,0.13,24,76,2,
7746379,"Room in Campo Alegre, Porto",39702610,Vitor,PORTO,Lordelo do Ouro e Massarelos,41.15175,-8.63049,Private room,,2,3,2015-08-16,0.03,4,0,0,
7746705,"Room in Campo Alegre, Porto",39702610,Vitor,PORTO,Lordelo do Ouro e Massarelos,41.15269,-8.62935,Private room,,2,0,,,4,0,0,
7758778,Holiday House - Beach,40796588,Sónia,PÓVOA DE VARZIM,Aguçadoura e Navais,41.43232,-8.7775,Entire home/apt,32,2,88,2024-09-01,0.89,1,348,29,48412/AL
7760703,Alugo à semana ou fins de semana,40807788,Maria,PORTO,Lordelo do Ouro e Massarelos,41.15162,-8.62813,Private room,,3,0,,,1,0,0,
7772119,A Beautiful Place in Boavista,34994986,Baumhaus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15677,-8.62245,Entire home/apt,139,1,27,2024-09-04,0.25,9,344,9,19167/AL
7772589,"Art&Design apartment, kids friendly",34994986,Baumhaus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15685,-8.62268,Entire home/apt,130,1,15,2023-10-31,0.14,9,357,4,19180/AL
7772698,New Boavista Exclusive Apartment,34994986,Baumhaus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15685,-8.62273,Entire home/apt,129,1,6,2024-08-22,0.06,9,341,4,19182/AL
7786187,Bright Open Space,34994986,Baumhaus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15682,-8.6227,Entire home/apt,111,2,13,2023-10-08,0.12,9,325,3,19183/AL
7786510,Classy Apartment in Boavista,34994986,Baumhaus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15687,-8.62273,Entire home/apt,114,1,7,2023-08-20,0.06,9,340,0,19184/AL
7786682,"Stunning Location, fully equipped",34994986,Baumhaus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15684,-8.62266,Entire home/apt,100,2,12,2024-08-11,0.11,9,346,2,19147/AL
7786924,Heritage Art&Design Luxury Studio,34994986,Baumhaus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15687,-8.62268,Entire home/apt,169,1,12,2024-08-25,0.11,9,352,3,19181/AL
7918261,BRA.com Bonfim 001,40592098,Bárbara,PORTO,Bonfim,41.14703,-8.59804,Entire home/apt,90,2,11,2019-08-22,0.10,24,315,0,
7919824,Beach room near Airport and Porto,38742416,Manuela,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.22444,-8.71563,Private room,60,1,72,2024-08-28,0.66,5,93,9,60012/AL
7920425,"Room on the beach near Porto,Airpor",38742416,Manuela,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.22551,-8.7177,Private room,72,1,94,2024-08-26,0.85,5,58,17,60012/AL
7927160,Number283 - Your home abroad,41800791,Secondright,PORTO,Bonfim,41.16001,-8.59674,Entire home/apt,,2,0,,,1,0,0,
7951112,"Sunny Porto, A place for 2",6787366,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16412,-8.6119,Entire home/apt,,4,19,2019-09-10,0.17,27,0,0,19868/AL
7955621,Miramar Beach House,19555501,Tomé,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07186,-8.65152,Entire home/apt,74,7,49,2024-09-08,0.44,2,39,7,
7970866,Casa do Fundo D' Aldeia,42059294,Maria Celeste,AROUCA,Chave,40.89457,-8.33605,Entire home/apt,,1,0,,,1,0,0,
7996802,Enjoy a Green Local Experience,42212575,Diogo Sá Ribeiro,ESPINHO,Espinho,41.0082,-8.64041,Private room,60,1,27,2024-09-13,0.25,2,257,3,11521/AL
8004371,Enjoy a Blue Local Experience,42212575,Diogo Sá Ribeiro,ESPINHO,Espinho,41.00774,-8.64185,Private room,60,1,11,2024-08-01,0.13,2,256,2,11521 / AL
8024091,Go2oporto @Students - Quarto 1,399503,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.153774,-8.60746,Private room,,7,11,2023-08-16,0.11,11,0,0,PT509067786
8039407,Porto apartament from 25€,42455391,Nuno,PORTO,Bonfim,41.1475,-8.58903,Entire home/apt,99,1,307,2024-08-11,2.79,8,83,16,128082/AL
8039971,Go2oporto @Students - Quarto 2,399503,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.153694,-8.607723,Private room,,3,9,2023-08-17,0.09,11,0,0,PT509067786
8040284,Go2oporto @Students - Quarto 3,399503,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.153709,-8.607594,Private room,,3,2,2023-08-26,0.15,11,0,0,PT509067786
8052216,Listening to the Silence,12043187,Tania,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.37549,-8.73866,Entire home/apt,,4,86,2022-10-18,0.78,1,0,0,
8053541,Downtown Terrace Apartment II,32788217,Miguel,PORTO,Bonfim,41.14869,-8.60171,Entire home/apt,69,2,488,2024-08-28,4.44,4,132,54,55855/AL
8057058,Lovely Flat in the Porto Center,23883458,Laura,PORTO,Bonfim,41.14542,-8.59723,Entire home/apt,125,2,279,2024-09-06,2.54,2,336,40,92730/AL
8059526,Green Bell Oporto City with parking,41695625,Susana,PORTO,Paranhos,41.17297,-8.60433,Entire home/apt,60,7,64,2024-08-31,0.58,1,364,9,35032/AL
8064557,"Casa em vila piscatória, Afurada - R/Chão",23099851,Joao,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14401,-8.64615,Entire home/apt,108,2,12,2023-10-09,0.12,2,355,1,
8064825,Luxury beach apartment,22724401,Marcos,VILA NOVA DE GAIA,Canidelo,41.12849,-8.66705,Entire home/apt,110,1,129,2024-09-07,1.24,9,211,25,
8066233,MyLoft-Charming Apartment!!! - Metro Bolhão,34348897,Carla,PORTO,Bonfim,41.15021,-8.6021,Entire home/apt,79,2,489,2024-09-03,4.61,1,120,60,31348/AL.
8105787,Apt Stay in Fontainhas - With Free Parking & Wi-Fi,42797489,Rúben,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14299,-8.60291,Entire home/apt,,3,56,2020-07-24,0.54,1,0,0,19596/AL
8165149,Apart. com varanda sobre a praia,22724401,Marcos,VILA NOVA DE GAIA,Canidelo,41.12279,-8.66635,Entire home/apt,105,1,97,2024-08-03,0.90,9,140,20,
8175547,Quarto  com Suite + um normal,16892539,Paula,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.09541,-8.62106,Private room,,1,1,2015-09-07,0.01,1,0,0,
8185714,PortoWhite (02) city lofts,43180541,PortoWhite,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15004,-8.60569,Entire home/apt,105,2,94,2024-08-15,0.86,3,185,32,21245/AL
8185870,PortoWhite (01) city lofts,43180541,PortoWhite,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14994,-8.60574,Entire home/apt,105,2,273,2024-09-04,2.50,3,199,42,21243/AL
8192650,CASAS DO PORTO - Duplex Vintage House in Downtown,7474213,Olívia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14223,-8.61541,Entire home/apt,232,2,2,2017-06-13,0.02,8,276,0,19616/AL
8210813,Central Low Cost (Av. da República - VNGaia ),23585920,Lisa,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12754,-8.60569,Entire home/apt,75,2,79,2024-05-29,0.73,20,346,4,49768/AL
8239163,Propriete «Quinta de Santo Antonio»,27433928,Marie,TROFA,Muro,41.29422,-8.59761,Entire home/apt,288,2,37,2024-08-02,0.48,2,260,9,
8283374,NEW! Apartment Carvalhido,43676194,Nuno,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38181686401367,-8.768977165222168,Entire home/apt,140,2,34,2024-08-17,0.32,5,359,2,20231/AL
8298268,Forrester Apartment,6323270,Joana Marta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15991,-8.61939,Entire home/apt,133,3,84,2024-09-08,0.81,1,142,15,21140/AL
8314899,Charm Loft Duplex,43292961,Susana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14897,-8.60443,Entire home/apt,55,4,337,2024-09-01,3.11,2,115,31,20505/AL
8321427,Wide house with garden and cat,43866746,Inês,PORTO,Paranhos,41.16958,-8.61225,Private room,,1,6,2016-07-12,0.06,1,0,0,
8325487,SBV perfect river view,43888978,Maria Cristina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14298,-8.61658,Entire home/apt,123,2,44,2024-06-13,0.40,1,328,7,21674/AL
8344859,CENTER DOUBLE ROOM + BALCONY,14663543,Adam,PORTO,Bonfim,41.14603,-8.60096,Private room,44,1,439,2024-09-08,4.01,1,110,52,
8369199,Garden House II,34191664,Bernardo,PORTO,Paranhos,41.17963,-8.61255,Private room,45,2,145,2024-09-02,1.68,2,363,14,
