id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5495303,Your FLAT in Oporto,13611961,Sílvia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1547874,-8.6092432,Entire home/apt,32,2,641,2024-09-11,5.52,2,142,74,8976/AL
5496215,Portodouro - Santa Catarina T1,28504504,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15399,-8.60518,Entire home/apt,73,3,74,2024-05-05,0.64,9,356,2,6714/AL
5523392,A HOUSE WITH A VIEW-Historic centre,491241,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14551,-8.62066,Entire home/apt,147,2,335,2024-08-31,3.14,1,229,36,21443/AL
5524457,Casa do Souto a home with a soul in the city heart,7333910,Bárbara,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14403,-8.61217,Entire home/apt,68,2,618,2024-09-08,5.36,2,123,70,45726/AL
5535020,"""Casa do Sol"" Apartment",28701258,Fernando,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14247,-8.60636,Entire home/apt,130,3,199,2024-09-13,1.74,3,282,26,11254/AL
5555465,Portodouro - Ribeira T3 with Terrace,28504504,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14122,-8.61723,Entire home/apt,143,3,100,2024-08-23,0.87,9,57,16,7334/AL
5557541,Apartment with balcony and city view by YoursPorto,1675750,YoursPorto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61518,Entire home/apt,138,1,46,2024-02-07,0.40,21,330,2,17887/AL
5559762,Praia de Matosinhos Apartment,21680966,Mario,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17794,-8.68651,Entire home/apt,250,3,8,2023-10-01,0.60,4,155,3,
5564802,Qta São Miguel de Arcos Double Room,28851633,António,VILA DO CONDE,Rio Mau e Arcos,41.39736,-8.66507,Private room,110,1,10,2024-07-13,0.09,2,314,1,
5565358,Qta. São Miguel de Arcos -Apartment,28851633,António,VILA DO CONDE,Rio Mau e Arcos,41.39719,-8.66681,Entire home/apt,125,1,8,2022-07-29,0.08,2,313,0,
5577090,Space Alegria | Oporto Históric Center,28804031,Joana E Cláudio,PORTO,Bonfim,41.14393,-8.59876,Entire home/apt,58,1,224,2024-08-29,2.17,2,332,34,94270/AL
5577233,Panoramic Douro view | Porto center,28804031,Joana E Cláudio,PORTO,Bonfim,41.143433,-8.598764,Entire home/apt,59,1,263,2024-08-30,2.56,2,227,43,94270/AL
5598123,My Home,29023581,"Paulo Filipe Soares Unipessoal, Lda",MATOSINHOS,Matosinhos e Leça da Palmeira,41.17431,-8.68801,Entire home/apt,68,2,13,2017-07-05,0.11,1,0,0,
5610891,ALUGO T2 EM EDIFÍCIO FRENTE AO MAR,29086774,Manuel,PÓVOA DE VARZIM,"AVer-o-Mar, Amorim e Terroso",41.39773,-8.77697,Entire home/apt,,8,3,2022-09-25,0.08,1,0,0,
5634327,Traços D'Outrora - Casinha da Matilde,18318580,Isabel,VALE DE CAMBRA,Roge,40.86804,-8.34097,Entire home/apt,73,2,17,2024-05-04,0.15,4,248,1,83849/AL
5652195,GuestReady - Belle Epoque Apartments,15809545,Olivia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14446,-8.61418,Entire home/apt,71,1,198,2024-09-05,1.80,7,309,27,13952 AL
5652257,GuestReady - Belle Epoque Apartments,15809545,Olivia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1429,-8.61374,Entire home/apt,65,1,175,2024-09-07,1.61,7,334,33,14519/AL
5682890,Apartment by the Beach - 20282/AL,27461678,Inês,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15544,-8.67924,Entire home/apt,70,2,146,2024-08-05,1.28,1,92,11,20282/AL
5684880,Heartmade loft 1,17039060,Lofts Of Sensations,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15171,-8.6138,Entire home/apt,84,2,271,2024-08-30,2.36,9,315,16,26856/AL
5691828,Peaceful cottage near the centre of Porto,29508532,Catarina,PORTO,Ramalde,41.18018,-8.64345,Entire home/apt,,2,169,2020-02-29,1.47,1,0,0,89950/AL
5695121,Casa da Catedral - historic centre,12626324,Nuno E Raquel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14332,-8.60964,Entire home/apt,65,3,374,2024-09-09,3.31,2,144,37,20402/AL
6314015,Dream_Casa Sol_double bed_private bathroom_Terrace,32847499,Isa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15785,-8.61033,Private room,58,2,413,2024-08-25,3.65,2,332,22,38659/AL
6325437,"Room ""HAPPY"", private residence.",27738605,António Manuel Pereira,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16387,-8.62122,Private room,28,3,15,2022-05-15,0.13,5,203,0,Exempt
6340779,Guesthouse Pool&Sea Espinho Oporto,6317610,Isa,ESPINHO,Anta e Guetim,40.99946,-8.61571,Private room,70,2,33,2023-08-24,0.30,2,365,0,
6370960,"Room ""Time"", private residence.",27738605,António Manuel Pereira,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16228,-8.62059,Private room,28,3,10,2022-05-16,0.09,5,204,0,Exempt
6371859,"Room ""Zen"", private residence.",27738605,António Manuel Pereira,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16244,-8.61758,Private room,35,3,31,2023-09-30,0.27,5,204,1,Exempt
6376990,Balcony of Douro riverfronts,33237153,Bruno,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13823,-8.60969,Private room,87,2,591,2024-08-26,5.24,3,279,59,19822/AL
6377183,Viewpoint of Douro riverfronts,33237153,Bruno,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13813,-8.6098,Private room,74,2,601,2024-08-27,5.31,3,242,66,19822/AL
6381549,casabonjardim - historic center,32737881,Irene Jesus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15386,-8.60782,Entire home/apt,65,3,293,2024-09-02,2.59,2,162,30,AL-38370
6387921,"room2duplexapartment, Cedofeita Duplex",33298546,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15599,-8.61922,Private room,55,2,428,2024-09-02,3.78,4,143,37,116568/AL
6389332,DOWNTOWN DESIGN APARTMENT – S. Domingos,33308074,Sónia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14134,-8.61529,Entire home/apt,95,3,401,2024-09-05,4.16,1,248,48,55361/AL
6408219,Explore Porto From a Charming Flat in Se!,18052483,Joao,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14134,-8.6118,Entire home/apt,165,2,680,2024-09-08,5.99,2,261,73,21573/AL
6410185,Portodouro - Ribeira T3,28504504,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14134,-8.61732,Entire home/apt,143,3,33,2024-08-14,0.44,9,60,5,5116/AL
6429358,Sea man house,33553348,Odete,VILA NOVA DE GAIA,Arcozelo,41.0506262,-8.6545582,Entire home/apt,90,5,133,2024-08-26,1.18,1,195,14,14455/AL
6430764,Oporto flowers city center,10179479,Mario & Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14475,-8.61245,Entire home/apt,50,2,314,2024-08-01,4.07,3,305,55,
6431078,Oportoflowers In the heart of city,10179479,Mario & Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14581,-8.61057,Entire home/apt,50,2,553,2024-08-28,4.88,3,303,73,
6442433,Large Studio with great views - Clérigos,33634570,Tripas-Coração,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.145214,-8.616166,Entire home/apt,127,2,394,2024-08-31,3.49,35,326,22,22170/AL
6451156,Downtown Terrace Apartment,32788217,Miguel,PORTO,Bonfim,41.1489,-8.60141,Entire home/apt,72,2,524,2024-09-02,4.63,4,142,56,13418/AL
6456563,charming apartment in downtown Porto 1,1266562,Lovely,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14491,-8.60444,Entire home/apt,99,2,197,2023-11-06,1.74,18,303,1,6766/AL
6462610,So Cool Hostel Porto!,7226039,So Cool Hostel Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15742,-8.62175,Shared room,18,1,46,2022-10-15,0.41,12,256,0,6686/AL
6462808,Chalé com  grande jardim,33751627,José,MAIA,Águas Santas,41.21682,-8.56017,Entire home/apt,,2,0,,,1,0,0,
6465708,Porto RiverView flat,24585133,Pedro Gil,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13609,-8.60708,Entire home/apt,125,2,453,2024-08-26,4.05,1,300,55,17988/AL
6471470,Lvsiadas Apartments - Discover Porto,33807740,Lvsiadas Apartments,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15905,-8.60945,Entire home/apt,62,60,24,2019-08-25,0.21,3,364,0,
6473474,Poveiros Apartment,18651903,Paulo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14654,-8.60348,Entire home/apt,,2,312,2023-08-20,2.75,3,0,0,66502/AL
6476113,Private room in the center of city,33832797,Carlos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15308,-8.60535,Private room,31,2,493,2024-08-26,4.36,2,312,65,62502/Al
6480040,Downtown Apartment,32788217,Miguel,PORTO,Bonfim,41.14965,-8.60129,Entire home/apt,66,2,506,2024-08-30,4.48,4,126,51,13429/AL
6491651,Apartamento Galerias,33927255,Paulo,PORTO,Ramalde,41.17554,-8.62789,Entire home/apt,90,3,0,,,1,0,0,14001/AL
6500420,Douro Sailing - Noite a Bordo,33977763,Pedro,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14451,-8.64836,Entire home/apt,140,1,97,2024-09-07,0.86,1,274,9,445/2014
6537835,Garden House,34191664,Bernardo,PORTO,Paranhos,41.18105548210044,-8.612485911610529,Private room,45,2,259,2024-09-07,2.29,2,350,17,Exempt
6543510,Costa Cabral - Porto Apartment,34222125,Vânia,PORTO,Paranhos,41.16434,-8.60215,Entire home/apt,230,1,120,2024-08-15,1.06,1,336,16,3980/AL
6575177,Aniki Porto Riverside,17457654,Cláudia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14123,-8.61192,Entire home/apt,126,4,145,2024-08-25,1.30,2,320,20,5916/AL
6589141,"#1 | OPO | Torrinha | ""Old Radio""",34467922,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15219,-8.61861,Private room,58,2,283,2024-06-10,2.53,6,352,15,24590/AL
6589914,Sweet roomfor2 - Cedofeita Duplex,33298546,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15599,-8.61922,Private room,62,2,400,2024-09-02,3.54,4,144,41,116568/AL
6594422,1 bedroom in historic neighborhood,34499587,Ana Rute,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12864,-8.61205,Entire home/apt,84,1,35,2024-02-02,0.31,9,100,1,115517/AL
6595523,Trindade House. Cozy fully equiped!,6369029,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15366,-8.60777,Private room,21,2,127,2024-08-03,1.14,14,2,27,
6595908,dowtown vintage apartment & patio,8935422,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14935,-8.60396,Entire home/apt,249,2,195,2024-08-12,1.75,1,221,9,14810/AL
6609876,Alegria 2º TRS,217380031,Mord,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14899,-8.60457,Entire home/apt,87,1,126,2024-08-07,1.12,7,333,17,66452/AL
6618221,Superb balcony over Porto & river,33237153,Bruno,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13887,-8.60991,Entire home/apt,165,2,102,2024-08-22,0.99,3,236,23,19822/AL
6627231,Art & City I,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15156,-8.61794,Entire home/apt,82,2,296,2024-08-30,2.62,16,326,22,
6630980,Serralves Park Apartment with Garage,642762,Jorge,PORTO,Lordelo do Ouro e Massarelos,41.1567,-8.65143,Entire home/apt,,200,132,2020-01-26,1.20,1,0,0,45862/AL
6637885,Clérigos - One bedroom apartment,17789572,Oporto Trendy Apartments,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14671,-8.60299,Entire home/apt,105,1,19,2022-08-20,0.17,18,227,0,35547/AL
6652840,O´Porto Fontainhas Flat,24404975,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14404,-8.60268,Entire home/apt,80,3,396,2024-09-10,3.51,6,97,26,14683/AL
6197695,"Casa privada, óptima localização, registo 55860/AL",21037467,Henrique,PORTO,Ramalde,41.17506,-8.6598,Entire home/apt,42,1,23,2020-08-10,0.20,1,47,0,55860/AL
6205000,Casas do Teatro- STUDIO T0,23703741,Casas,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14464,-8.60807,Entire home/apt,,10,38,2023-03-13,0.34,1,0,0,
6207399,Cozy apartment next to the beach,32189241,Rui,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38804,-8.76984,Entire home/apt,,4,99,2023-09-06,0.89,3,0,0,29911/AL
6226734,Porto-Casa Piscina Soberbas vistas sobre Rio Douro,15784216,João,GONDOMAR,Melres e Medas,41.05132,-8.38562,Entire home/apt,270,2,44,2024-08-17,0.43,1,330,11,
6230430,Rosário Arts 1,31641959,Helena,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15042,-8.62094,Entire home/apt,110,3,383,2024-09-08,3.37,4,257,40,5723/AL
6234120,Villa José Maria,10616005,Sebastiao,GONDOMAR,Foz do Sousa e Covelo,41.07249,-8.50678,Entire home/apt,271,3,12,2024-08-17,0.16,4,337,4,
6252349,Espaçoso E Luminoso Apartamento perto de Belas Artes,806826,Miguel,PORTO,Bonfim,41.14486,-8.59863,Entire home/apt,300,3,298,2024-09-12,2.64,4,333,35,12613/AL
6265857,O´Porto Torrinha Flat,24404975,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15322,-8.62281,Entire home/apt,60,3,346,2024-08-30,3.05,6,134,30,11423/AL
6266178,Quarto single,7782764,João,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19135,-8.60799,Private room,30,5,10,2024-07-27,0.09,4,185,2,
6272914,Cozy beachfront in Vila do Conde,32601069,Filomena,VILA DO CONDE,Vila do Conde,41.34281498851686,-8.75060987472535,Entire home/apt,120,5,16,2022-06-13,0.14,1,136,0,14835/AL
6284249,Boavista apartment,32667143,Tiago,PORTO,Ramalde,41.16596,-8.64813,Entire home/apt,,7,9,2017-08-31,0.08,1,0,0,
6296779,Great 4 bedroom near Casa da Música,5070279,Tiago,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15896,-8.63446,Entire home/apt,233,2,122,2024-08-13,1.08,6,361,7,23392/AL
6299220,Casa da Trapa- casa de campo,32063640,Amélia,OLIVEIRA DE AZEMÉIS,Vila de Cucujães,40.87473,-8.48486,Entire home/apt,191,2,63,2024-08-12,0.57,1,359,2,5697/AL
6303739,"Oporto friendly apartment! (0,7km Botanic Garden)",14988987,Sorin,PORTO,Lordelo do Ouro e Massarelos,41.15451,-8.64684,Entire home/apt,,2,24,2019-09-01,0.31,1,0,0,71108/AL
8866510,Boat Blue Days,46410402,Manuel,VILA NOVA DE GAIA,Canidelo,41.14292,-8.65053,Private room,275,1,0,,,1,365,0,
6851253,Domum | Turistic Apart.  T1,23800078,Domum,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14827,-8.61969,Entire home/apt,100,2,15,2023-09-15,0.14,5,301,1,55903/AL
6851644,Your Place Porto II - Estúdio,35902169,Manuel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14664,-8.6037,Entire home/apt,38,2,347,2024-05-01,3.10,2,247,14,33333/AL
6852803,ORM - Bolhão 2 Apartment,19887538,Oporto Rental Management,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15063,-8.6087,Entire home/apt,90,2,159,2023-04-01,1.42,50,330,0,64825/AL
6852990,Charming room,35906090,Ana,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12216,-8.59939,Private room,80,2,0,,,1,177,0,
6859519,"Our HOMEinLAND of Terroso l Pool, Grill & Seaview",35946202,Dino & Ines,PÓVOA DE VARZIM,"AVer-o-Mar, Amorim e Terroso",41.41572,-8.72872,Entire home/apt,150,7,69,2024-08-17,0.62,3,312,5,15999/AL
6868273,Casa da Hera - The Ivy House,31174527,Carlos Mendes Pereira,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14351,-8.62134,Entire home/apt,232,2,429,2024-08-27,3.83,1,295,48,155432/AL
6870687,Lvsiadas Apartments - Discover Porto,33807740,Lvsiadas Apartments,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15813,-8.61063,Entire home/apt,40,30,13,2020-10-01,0.12,3,350,0,
6870724,Lvsiadas Apartments - Discover Porto.,33807740,Lvsiadas Apartments,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15823,-8.60929,Entire home/apt,22,50,4,2019-04-21,0.04,3,40,0,
6871500,"Riverfront Porto & Douro, Spectacular Views!",16241126,Marcelo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14031,-8.61039,Entire home/apt,140,4,279,2024-09-13,2.50,4,317,36,22071/AL
6885057,Apart. Camões for 2 to 4 guests,36076998,Marta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15427,-8.61042,Entire home/apt,,2,61,2019-08-03,0.55,2,0,0,28842/AL
6909394,The perfect location to visit Porto,35725116,André,PORTO,Lordelo do Ouro e Massarelos,41.14953,-8.62874,Entire home/apt,,2,71,2023-10-18,0.64,1,0,1,58574/AL
6909910,"#2 | OPO | Torrinha | ""Old Radio""",34467922,Pedro,PORTO,Lordelo do Ouro e Massarelos,41.15236,-8.62244,Private room,40,2,293,2024-08-26,2.61,6,353,16,24590/AL
6911403,OPO | Torrinha | “Old Radio” apartment,34467922,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15074,-8.61946,Entire home/apt,90,2,69,2024-08-16,0.62,6,349,6,24590/AL
6912209,"city centre, Douro view, room+wc",3148983,Rosinda,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1438,-8.60461,Private room,,2,15,2016-09-03,0.13,2,0,0,
6928820,"Charming apt. at ""Arts District""",17452235,Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15006,-8.62001,Entire home/apt,90,2,286,2024-06-18,2.57,2,236,26,37632/AL
6930074,ARACELLI APARTMENT with TERRACE/ BALCONY,14475589,Maria Manuela,VALONGO,Ermesinde,41.2166,-8.54561,Entire home/apt,82,2,19,2024-08-11,0.17,1,41,4,37274/AL
6944463,São Bento - One bedroom apartment with balcony,17789572,Oporto Trendy Apartments,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14669,-8.60306,Entire home/apt,105,1,11,2023-08-21,0.10,18,331,0,35552/AL
6944540,Apartamento T1 Kit-Boavista-Porto,36412394,Sofia,PORTO,Ramalde,41.16114,-8.63685,Entire home/apt,50,5,78,2024-08-25,0.70,1,325,14,16863/AL
6945437,Amazing Riverside Balcony 2Br Apartment,10482480,Mauricio,PORTO,Lordelo do Ouro e Massarelos,41.14551,-8.62488,Entire home/apt,194,3,306,2024-08-28,2.74,3,311,41,68413/AL
6988711,"Mar, Sol, Natureza e História",36639852,Noel,PÓVOA DE VARZIM,"AVer-o-Mar, Amorim e Terroso",41.39154052734375,-8.765172958374023,Entire home/apt,73,3,60,2024-09-07,0.61,1,346,15,31337/AL
7001107,Casa com piscina,36704186,Maria,VILA DO CONDE,Árvore,41.33043,-8.72481,Entire home/apt,220,5,32,2024-07-31,0.32,1,330,6,17195/AL
7028256,Charming apartment in our farmhouse *,11736979,Bartolo,VILA DO CONDE,Fornelo e Vairão,41.32759,-8.64613,Entire home/apt,75,2,50,2024-08-25,0.45,1,75,18,
7030238,Room in a Students House,36855760,Ana João,PORTO,Ramalde,41.16248,-8.63329,Private room,,1,0,,,1,0,0,
7034877,Foz Sea Apartment Porto,31874973,Paula,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15372,-8.67696,Entire home/apt,108,3,268,2024-08-29,2.51,1,204,29,22101/AL
7035559,ALEGRIA 319 | 2D @ Porto Downtown,14358016,Estável,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15309,-8.60386,Entire home/apt,125,2,130,2023-10-05,1.17,2,302,4,19333/AL
7051999,loft glamour Mangue-Ananas,36910553,Victor,GONDOMAR,Fânzeres e São Pedro da Cova,41.15247,-8.50298,Entire home/apt,46,3,30,2024-06-21,0.27,3,304,8,
7079413,"1 Oporto City Center - sleeps 6, 4 beds",37115914,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14966,-8.60898,Entire home/apt,164,2,396,2024-09-12,3.55,5,328,53,17817/AL
7081043,Apartment in Matosinhos near the beach,37122048,Daniel,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17795,-8.68389,Entire home/apt,100,5,56,2024-09-03,0.51,1,331,7,70403/AL
7081211,Little Country house and beach for two P.,37120087,Mafalda,VILA DO CONDE,Árvore,41.33791,-8.72179,Entire home/apt,52,3,91,2024-08-21,0.81,3,214,5,41380/AL
7085199,Unique Spot by the River Douro,37046559,André,GONDOMAR,Lomba,41.067402,-8.414421,Entire home/apt,250,3,55,2024-08-29,0.49,1,345,4,46730/AL
7086684,Feeling Oporto 931,37145227,Graciete E,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14414,-8.60924,Entire home/apt,95,3,479,2024-09-06,4.28,3,297,57,29537/AL
7087791,Feeling Oporto 932,37145227,Graciete E,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14429,-8.60727,Entire home/apt,95,3,431,2024-09-06,3.85,3,290,54,23479/AL
7097413,Apartamento Caves O'Porto,37203787,Belmiro,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1371,-8.62632,Entire home/apt,100,3,118,2023-08-20,1.06,1,225,0,33235/AL
7110749,LUXURY apartment t3 oporto antas,37249350,Joaquim,PORTO,Bonfim,41.16504,-8.58938,Entire home/apt,156,30,299,2024-01-31,2.70,1,227,17,62723/AL
7124693,Bright & Cosy Studio at Clerigos,186327,Ahmed,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14474,-8.61417,Entire home/apt,,3,13,2016-06-30,0.12,2,0,0,
7130433,Calm & Cosy Studio at Clerigos,186327,Ahmed,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14456,-8.61564,Entire home/apt,,3,7,2015-09-13,0.06,2,0,0,
7144443,Casa Fonte das Oliveiras,37414070,Kalina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15076,-8.61553,Entire home/apt,,3,73,2019-10-24,0.66,1,0,0,16685/AL
7144567,Bright double room in the centre,20619432,Arielle,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14928,-8.61318,Private room,,1,1,2015-07-18,0.01,1,0,0,
7151520,Lovely&Modern 5 min to Porto Center,37453993,Maria,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13674,-8.60738,Entire home/apt,,1,8,2015-09-16,0.07,1,0,0,
7178918,Studio 65   |   Flat + Terrace,37610757,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15881,-8.60796,Entire home/apt,55,2,263,2024-09-02,2.37,1,319,32,AL 16856
7179596,Sailor's House - Holiday's House,6866649,Miguel,PORTO,Lordelo do Ouro e Massarelos,41.14613,-8.63054,Entire home/apt,101,2,84,2024-09-03,0.76,2,338,8,91991/AL
7201112,Nice studio with patio and garden in Gaia,34499587,Ana Rute,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12832,-8.61226,Entire home/apt,79,1,56,2024-03-17,0.50,9,269,2,115517/AL
7203643,GuestReady - Historic Courtyard Townhouse,37719425,Irene,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14294661557299,-8.609166237794751,Entire home/apt,229,1,178,2024-09-07,1.61,1,57,43,73618/AL
7205451,LightHouse Apartment with Terrace,37725953,David,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15044,-8.67612,Entire home/apt,161,2,20,2024-04-30,0.20,2,268,1,13823/AL
7221087,"Canidelo Beach Apartment, Porto south",6787366,Paula,VILA NOVA DE GAIA,Canidelo,41.13184,-8.66253,Entire home/apt,110,4,62,2024-08-31,0.56,27,202,4,31767/AL
7221420,Spacious room in townhouse downtown,2606384,Fernanda,PORTO,Bonfim,41.15262,-8.60206,Private room,32,5,50,2024-07-26,0.45,10,283,13,
7231016,HEART OF THE CITY 1 !,37860920,Telmo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13445,-8.60841,Entire home/apt,,1,472,2024-09-09,4.23,15,75,79,47105/AL
7231817,Guerra´s House,30900606,Daniela,PORTO,Bonfim,41.15849,-8.59516,Entire home/apt,30,2,239,2022-09-17,2.15,2,0,0,16825/AL
7239544,Baixa24 - Bolhao Apt Downtown Soulful Room 1,21680966,Mario,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1507,-8.60653,Private room,,1,169,2021-07-11,1.52,4,0,0,98666/AL
7239893,Baixa24 - Bolhao Apt w/ Sunset Terrace Room 2,252729505,Alex,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15044,-8.60706,Private room,,1,147,2021-09-05,1.32,16,0,0,98666/AL
7240303,Baixa24 - Bolhao Apt w/ Sunset Terrace,252729505,Alex,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15041,-8.60534,Entire home/apt,100,1,233,2024-08-26,2.11,16,317,30,98666/AL
7252323,Angel House,16620756,Graça,PORTO,Paranhos,41.16444,-8.60472,Entire home/apt,,2,53,2017-07-27,0.48,1,0,0,
7257994,Modern and quiet T1 with private garage,12610392,Manuela,PORTO,Paranhos,41.168472,-8.620515,Entire home/apt,89,2,260,2024-09-05,2.33,1,328,29,17655/AL
